lnc_id	mrna_id	r	p_value	FDR	cluster_label	component_id
rna-XR_002637932.1	LOC111125552	0.9926285958303408	1.636799073286388e-23	9.316854068709897e-18	D	4
rna-XR_002637932.1	LOC111117675	0.9901930742230596	4.970467327953248e-22	1.5234416815552602e-16	D	4
